# 上市公司名称

# 深圳证券交易所
# http://www.szse.cn/main/marketdata/jypz/colist/

平安银行 ping'an'yin'xing
通葡股份 tong'pu'gu'fen
宁波韵升 ning'bo'yun'sheng
红星发展 hong'xing'fa'zhan
五洲交通 wu'zhou'jiao'tong
西南证券 xi'nan'zheng'quan
三房巷 san'fang'xiang
万向德农 wan'xiang'de'nong
中航电子 zhong'hang'dian'zi
中文传媒 zhong'wen'chuan'mei
华菱星马 hua'ling'xing'ma
首开股份 shou'kai'gu'fen
宁沪高速 ning'hu'gao'su
天科股份 tian'ke'gu'fen
宝光股份 bao'guang'gu'fen
健康元 jian'kang'yuan
青海春天 qing'hai'chun'tian
广东明珠 guang'dong'ming'zhu
金地集团 jin'di'ji'tuan
山东金泰 shan'dong'jin'tai
北巴传媒 bei'ba'chuan'mei
海越股份 hai'yue'gu'fen
龙净环保 long'jing'huan'bao
江山股份 jiang'shan'gu'fen
五矿资本 wu'kuang'zi'ben
航发科技 hang'fa'ke'ji
盛和资源 sheng'he'zi'yuan
粤泰股份 yue'tai'gu'fen
盘江股份 pan'jiang'gu'fen
金山股份 jin'shan'gu'fen
安源煤业 an'yuan'mei'ye
海澜之家 hai'lan'zhi'jia
抚顺特钢 fu'shun'te'gang
红豆股份 hong'dou'gu'fen
海润 hai'run
大有 da'you
动力源 dong'li'yuan
国电南瑞 guo'dian'nan'rui
安泰集团 an'tai'ji'tuan
三友化工 san'you'hua'gong
华胜天成 hua'sheng'tian'cheng
小商品城 xiao'shang'pin'cheng
湘电股份 xiang'dian'gu'fen
江淮汽车 jiang'huai'qi'che
天润乳业 tian'run'ru'ye
现代制药 xian'dai'zhi'yao
仰帆 yang'fan
昆药集团 kun'yao'ji'tuan
柳化 liu'hua
青松 qing'song
华鲁恒升 hua'lu'heng'sheng
中远海特 zhong'yuan'hai'te
三元股份 san'yuan'gu'fen
冠豪高新 guan'hao'gao'xin
北方导航 bei'fang'dao'hang
片仔癀 pian'zi'huang
通威股份 tong'wei'gu'fen
瑞贝卡 rui'bei'ka
国机通用 guo'ji'tong'yong
金证股份 jin'zheng'gu'fen
华纺股份 hua'fang'gu'fen
宁夏建材 ning'xia'jian'cai
涪陵电力 fu'ling'dian'li
博通股份 bo'tong'gu'fen
宝钛股份 bao'tai'gu'fen
时代新材 shi'dai'xin'cai
贵研铂业 gui'yan'bo'ye
士兰微 shi'lan'wei
洪城水业 hong'cheng'shui'ye
九有股份 jiu'you'gu'fen
空港股份 kong'gang'gu'fen
蓝光发展 lan'guang'fa'zhan
好当家 hao'dang'jia
百利电气 bai'li'dian'qi
风神股份 feng'shen'gu'fen
六国化工 liu'guo'hua'gong
华光股份 hua'guang'gu'fen
湘邮科技 xiang'you'ke'ji
杭萧钢构 hang'xiao'gang'gou
科力远 ke'li'yuan
千金药业 qian'jin'yao'ye
凌云股份 ling'yun'gu'fen
双良节能 shuang'liang'jie'neng
中国动力 zhong'guo'dong'li
福能股份 fu'neng'gu'fen
信威集团 xin'wei'ji'tuan
扬农化工 yang'nong'hua'gong
亨通光电 heng'tong'guang'dian
天药股份 tian'yao'gu'fen
中金黄金 zhong'jin'huang'jin
鹏欣资源 peng'xin'zi'yuan
龙元建设 long'yuan'jian'she
凤竹纺织 feng'zhu'fang'zhi
晋西车轴 jin'xi'che'zhou
精工钢构 jing'gong'gang'gou
驰宏锌锗 chi'hong'xin'zhe
烽火通信 feng'huo'tong'xin
科达洁能 ke'da'jie'neng
中化国际 zhong'hua'guo'ji
航天晨光 hang'tian'chen'guang
安徽水利 an'hui'shui'li
华丽家族 hua'li'jia'zu
西昌电力 xi'chang'dian'li
香梨股份 xiang'li'gu'fen
方大特钢 fang'da'te'gang
上海能源 shang'hai'neng'yuan
天富能源 tian'fu'neng'yuan
黑牡丹 hei'mu'dan
国药股份 guo'yao'gu'fen
腾达建设 teng'da'jian'she
联环药业 lian'huan'yao'ye
海航基础 hai'hang'ji'chu
方大炭素 fang'da'tan'su
置信电气 zhi'xin'dian'qi
康美药业 kang'mei'yao'ye
贵州茅台 gui'zhou'mao'tai
文一科技 wen'yi'ke'ji
华海药业 hua'hai'yao'ye
中天科技 zhong'tian'ke'ji
贵航股份 gui'hang'gu'fen
长园集团 chang'yuan'ji'tuan
菲达环保 fei'da'huan'bao
江南高纤 jiang'nan'gao'xian
中铁工业 zhong'tie'gong'ye
山东药玻 shan'dong'yao'bo
交大昂立 jiao'da'ang'li
豫光金铅 yu'guang'jin'qian
宏达矿业 hong'da'kuang'ye
栖霞建设 qi'xia'jian'she
天士力 tian'shi'li
中国软件 zhong'guo'ruan'jian
亿晶光电 yi'jing'guang'dian
国发股份 guo'fa'gu'fen
狮头股份 shi'tou'gu'fen
新赛 xin'sai
莫高股份 mo'gao'gu'fen
卓郎智能 zhuo'lang'zhi'neng
山煤国际 shan'mei'guo'ji
山东黄金 shan'dong'huang'jin
深高速 shen'gao'su
厦门钨业 xia'men'wu'ye
保变电气 bao'bian'dian'qi
时代出版 shi'dai'chu'ban
凯盛科技 kai'sheng'ke'ji
海航创新 hai'hang'chuang'xin
慧球 hui'qiu
康缘药业 kang'yuan'yao'ye
大西洋 da'xi'yang
老白干酒 lao'bai'gan'jiu
金自天正 jin'zi'tian'zheng
江西长运 jiang'xi'chang'yun
国睿科技 guo'rui'ke'ji
法拉电子 fa'la'dian'zi
迪马股份 di'ma'gu'fen
济川药业 ji'chuan'yao'ye
山鹰纸业 shan'ying'zhi'ye
中珠医疗 zhong'zhu'yi'liao
安阳钢铁 an'yang'gang'tie
恒生电子 heng'sheng'dian'zi
信雅达 xin'ya'da
康恩贝 kang'en'bei
惠泉啤酒 hui'quan'pi'jiu
皖江物流 wan'jiang'wu'liu
祥源文化 xiang'yuan'wen'hua
精达股份 jing'da'gu'fen
京能电力 jing'neng'dian'li
天华院 tian'hua'yuan
卧龙电气 wo'long'dian'qi
八一钢铁 ba'yi'gang'tie
天地科技 tian'di'ke'ji
海油工程 hai'you'gong'cheng
长电科技 chang'dian'ke'ji
海螺水泥 hai'luo'shui'ni
金晶科技 jin'jing'ke'ji
新华医疗 xin'hua'yi'liao
用友网络 yong'you'wang'luo
广东榕泰 guang'dong'rong'tai
泰豪科技 tai'hao'ke'ji
龙溪股份 long'xi'gu'fen
大连圣亚 da'lian'sheng'ya
益佰制药 yi'bai'zhi'yao
中孚实业 zhong'fu'shi'ye
新安股份 xin'an'gu'fen
光明乳业 guang'ming'ru'ye
北大荒 bei'da'huang
熊猫金控 xiong'mao'jin'kong
青岛啤酒 qing'dao'pi'jiu
方正科技 fang'zheng'ke'ji
云赛智联 yun'sai'zhi'lian
广汇物流 guang'hui'wu'liu
市北高新 shi'bei'gao'xin
汇通能源 hui'tong'neng'yuan
绿地控股 lv'di'kong'gu
沪科 hu'ke
金杯汽车 jin'bei'qi'che
中毅达 zhong'yi'da
大众交通 da'zhong'jiao'tong
老凤祥 lao'feng'xiang
神奇制药 shen'qi'zhi'yao
鹏起科技 peng'qi'ke'ji
丰华股份 feng'hua'gu'fen
金枫酒业 jin'feng'jiu'ye
国新能源 guo'xin'neng'yuan
氯碱化工 lv'jian'hua'gong
海立股份 hai'li'gu'fen
天宸股份 tian'chen'gu'fen
华鑫股份 hua'xin'gu'fen
光大嘉宝 guang'da'jia'bao
华谊集团 hua'yi'ji'tuan
复旦复华 fu'dan'fu'hua
申达股份 shen'da'gu'fen
新世界 xin'shi'jie
华建集团 hua'jian'ji'tuan
龙头股份 long'tou'gu'fen
浙数文化 zhe'shu'wen'hua
富控互动 fu'kong'hu'dong
大众公用 da'zhong'gong'yong
爱富 ai'fu
东方明珠 dong'fang'ming'zhu
新黄浦 xin'huang'pu
浦东金桥 pu'dong'jin'qiao
号百控股 hao'bai'kong'gu
万业企业 wan'ye'qi'ye
申能股份 shen'neng'gu'fen
爱建集团 ai'jian'ji'tuan
乐山电力 le'shan'dian'li
中源协和 zhong'yuan'xie'he
同达创业 tong'da'chuang'ye
外高桥 wai'gao'qiao
城投控股 cheng'tou'kong'gu
锦江投资 jin'jiang'tou'zi
飞乐音响 fei'le'yin'xiang
游久游戏 you'jiu'you'xi
申华控股 shen'hua'kong'gu
中安 zhong'an
豫园股份 yu'yuan'gu'fen
信达地产 xin'da'di'chan
电子城 dian'zi'cheng
福耀玻璃 fu'yao'bo'li
新南洋 xin'nan'yang
强生控股 qiang'sheng'kong'gu
陆家嘴 lu'jia'zui
哈药股份 ha'yao'gu'fen
天地源 tian'di'yuan
奥瑞德 ao'rui'de
太极实业 tai'ji'shi'ye
尖峰集团 jian'feng'ji'tuan
天目药业 tian'mu'yao'ye
东阳光科 dong'yang'guang'ke
川投能源 chuan'tou'neng'yuan
中华企业 zhong'hua'qi'ye
交运股份 jiao'yun'gu'fen
航天通信 hang'tian'tong'xin
四川金顶 si'chuan'jin'ding
上海凤凰 shang'hai'feng'huang
上普 shang'pu
百川能源 bai'chuan'neng'yuan
南京新百 nan'jing'xin'bai
京投发展 jing'tou'fa'zhan
珠江实业 zhu'jiang'shi'ye
中船防务 zhong'chuan'fang'wu
金龙汽车 jin'long'qi'che
刚泰控股 gang'tai'kong'gu
上海石化 shang'hai'shi'hua
上海三毛 shang'hai'san'mao
青岛海尔 qing'dao'hai'er
阳煤化工 yang'mei'hua'gong
亚通股份 ya'tong'gu'fen
东百集团 dong'bai'ji'tuan
大商股份 da'shang'gu'fen
绿庭投资 lv'ting'tou'zi
匹凸 pi'tu
欧亚集团 ou'ya'ji'tuan
湖南天雁 hu'nan'tian'yan
均胜电子 jun'sheng'dian'zi
工大高新 gong'da'gao'xin
沱牌舍得 tuo'pai'she'de
三安光电 san'an'guang'dian
物产中大 wu'chan'zhong'da
中航资本 zhong'hang'zi'ben
曲江文旅 qu'jiang'wen'lv
彩虹股份 cai'hong'gu'fen
光明地产 guang'ming'di'chan
常林 chang'lin
盛屯矿业 sheng'tun'kuang'ye
南宁百货 nan'ning'bai'huo
南京医药 nan'jing'yi'yao
金瑞矿业 jin'rui'kuang'ye
文投控股 wen'tou'kong'gu
凤凰股份 feng'huang'gu'fen
天津港 tian'jin'gang
东软集团 dong'ruan'ji'tuan
大连热电 da'lian're'dian
祁连山 qi'lian'shan
百花村 bai'hua'cun
金牛化工 jin'niu'hua'gong
首商股份 shou'shang'gu'fen
宁波富达 ning'bo'fu'da
云维 yun'wei
华电能源 hua'dian'neng'yuan
鲁北化工 lu'bei'hua'gong
佳都科技 jia'dou'ke'ji
重庆百货 zhong'qing'bai'huo
中国高科 zhong'guo'gao'ke
湖南海利 hu'nan'hai'li
新梅 xin'mei
前锋 qian'feng
实达集团 shi'da'ji'tuan
新华锦 xin'hua'jin
苏州高新 su'zhou'gao'xin
中粮糖业 zhong'liang'tang'ye
兰州民百 lan'zhou'min'bai
辽宁成大 liao'ning'cheng'da
山西焦化 shan'xi'jiao'hua
华域汽车 hua'yu'qi'che
一汽富维 yi'qi'fu'wei
华远地产 hua'yuan'di'chan
华银电力 hua'yin'dian'li
闻泰科技 wen'tai'ke'ji
江苏索普 jiang'su'suo'pu
大控 da'kong
上实发展 shang'shi'fa'zhan
西藏旅游 xi'cang'lv'you
江中药业 jiang'zhong'yao'ye
天海投资 tian'hai'tou'zi
东方银星 dong'fang'yin'xing
锦江股份 jin'jiang'gu'fen
厦门国贸 xia'men'guo'mao
浪潮软件 lang'chao'ruan'jian
长江传媒 chang'jiang'chuan'mei
红阳能源 hong'yang'neng'yuan
洲际油气 zhou'ji'you'qi
中航沈飞 zhong'hang'shen'fei
安徽合力 an'hui'he'li
通策医疗 tong'ce'yi'liao
中电广通 zhong'dian'guang'tong
中航重机 zhong'hang'zhong'ji
园城黄金 yuan'cheng'huang'jin
运盛 yun'sheng
宁波富邦 ning'bo'fu'bang
祥龙电业 xiang'long'dian'ye
综艺股份 zong'yi'gu'fen
广誉远 guang'yu'yuan
西藏城投 xi'cang'cheng'tou
汉商集团 han'shang'ji'tuan
南京熊猫 nan'jing'xiong'mao
东方通信 dong'fang'tong'xin
新潮能源 xin'chao'neng'yuan
友好集团 you'hao'ji'tuan
水井坊 shui'jing'fang
通宝能源 tong'bao'neng'yuan
辅仁药业 fu'ren'yao'ye
新钢股份 xin'gang'gu'fen
鲁信创投 lu'xin'chuang'tou
鲁银投资 lu'yin'tou'zi
新华百货 xin'hua'bai'huo
中储股份 zhong'chu'gu'fen
鲁抗医药 lu'kang'yi'yao
轻纺城 qing'fang'cheng
京能置业 jing'neng'zhi'ye
云煤能源 yun'mei'neng'yuan
宜宾纸业 yi'bin'zhi'ye
保税科技 bao'shui'ke'ji
国电电力 guo'dian'dian'li
钱江生化 qian'jiang'sheng'hua
浙大网新 zhe'da'wang'xin
宁波海运 ning'bo'hai'yun
天津磁卡 tian'jin'ci'ka
华新水泥 hua'xin'shui'ni
福建水泥 fu'jian'shui'ni
新奥股份 xin'ao'gu'fen
鹏博士 peng'bo'shi
悦达投资 yue'da'tou'zi
天业股份 tian'ye'gu'fen
马钢股份 ma'gang'gu'fen
山西汾酒 shan'xi'fen'jiu
神马股份 shen'ma'gu'fen
东方集团 dong'fang'ji'tuan
华北制药 hua'bei'zhi'yao
杭州解百 hang'zhou'jie'bai
厦工 xia'gong
安信信托 an'xin'xin'tuo
宏盛 hong'sheng
中路股份 zhong'lu'gu'fen
耀皮玻璃 yao'pi'bo'li
隧道股份 sui'dao'gu'fen
津劝业 jin'quan'ye
上海物贸 shang'hai'wu'mao
世茂股份 shi'mao'gu'fen
益民集团 yi'min'ji'tuan
新华传媒 xin'hua'chuan'mei
兰生股份 lan'sheng'gu'fen
百联股份 bai'lian'gu'fen
茂业商业 mao'ye'shang'ye
人民同泰 ren'min'tong'tai
香溢融通 xiang'yi'rong'tong
广电网络 guang'dian'wang'luo
第一医药 di'yi'yi'yao
申通地铁 shen'tong'di'tie
上海机电 shang'hai'ji'dian
界龙实业 jie'long'shi'ye
海通证券 hai'tong'zheng'quan
上海九百 shang'hai'jiu'bai
四川长虹 si'chuan'chang'hong
上柴股份 shang'chai'gu'fen
上工申贝 shang'gong'shen'bei
丹科 dan'ke
宝信软件 bao'xin'ruan'jian
同济科技 tong'ji'ke'ji
万里 wan'li
上海临港 shang'hai'lin'gang
华东电脑 hua'dong'dian'nao
海欣股份 hai'xin'gu'fen
龙建股份 long'jian'gu'fen
春兰股份 chun'lan'gu'fen
航天长峰 hang'tian'chang'feng
中天能源 zhong'tian'neng'yuan
宁波中百 ning'bo'zhong'bai
银座股份 yin'zuo'gu'fen
王府井 wang'fu'jing
京城 jing'cheng
北京城乡 bei'jing'cheng'xiang
中航高科 zhong'hang'gao'ke
内蒙华电 na'meng'hua'dian
哈投股份 ha'tou'gu'fen
百大集团 bai'da'ji'tuan
星湖科技 xing'hu'ke'ji
通化东宝 tong'hua'dong'bao
梅雁吉祥 mei'yan'ji'xiang
智慧能源 zhi'hui'neng'yuan
厦华电子 xia'hua'dian'zi
石化油服 shi'hua'you'fu
中炬高新 zhong'ju'gao'xin
梅花生物 mei'hua'sheng'wu
创业环保 chuang'ye'huan'bao
东方电气 dong'fang'dian'qi
洛阳玻璃 luo'yang'bo'li
嘉陵 jia'ling
航天电子 hang'tian'dian'zi
博瑞传播 bo'rui'chuan'bo
亚泰集团 ya'tai'ji'tuan
广泽股份 guang'ze'gu'fen
博闻科技 bo'wen'ke'ji
杉杉股份 shan'shan'gu'fen
宏发股份 hong'fa'gu'fen
国投电力 guo'tou'dian'li
伊利股份 yi'li'gu'fen
新疆众和 xin'jiang'zhong'he
南京化纤 nan'jing'hua'xian
中房股份 zhong'fang'gu'fen
秋林集团 qiu'lin'ji'tuan
大晟文化 da'sheng'wen'hua
航发动力 hang'fa'dong'li
广日股份 guang'ri'gu'fen
张江高科 zhang'jiang'gao'ke
览海投资 lan'hai'tou'zi
厦门空港 xia'men'kong'gang
国美通讯 guo'mei'tong'xun
长江电力 chang'jiang'dian'li
贵州燃气 gui'zhou'ran'qi
无锡银行 wu'xi'yin'xing
华安证券 hua'an'zheng'quan
重庆燃气 zhong'qing'ran'qi
江苏银行 jiang'su'yin'xing
杭州银行 hang'zhou'yin'xing
爱柯迪 ai'ke'di
广西广电 guang'xi'guang'dian
重庆建工 zhong'qing'jian'gong
东方证券 dong'fang'zheng'quan
江苏有线 jiang'su'you'xian
渤海活塞 bo'hai'huo'sai
株冶集团 zhu'ye'ji'tuan
国投中鲁 guo'tou'zhong'lu
岳阳林纸 yue'yang'lin'zhi
福成股份 fu'cheng'gu'fen
博汇纸业 bo'hui'zhi'ye
内蒙一机 na'meng'yi'ji
郴电国际 chen'dian'guo'ji
中材国际 zhong'cai'guo'ji
恒源煤电 heng'yuan'mei'dian
宝胜股份 bao'sheng'gu'fen
新五丰 xin'wu'feng
健民集团 jian'min'ji'tuan
中国电影 zhong'guo'dian'ying
宜华生活 yi'hua'sheng'huo
广安爱众 guang'an'ai'zhong
北矿科技 bei'kuang'ke'ji
汇鸿集团 hui'hong'ji'tuan
宁波热电 ning'bo're'dian
惠而浦 hui'er'pu
建设机械 jian'she'ji'xie
雷鸣科化 lei'ming'ke'hua
科达股份 ke'da'gu'fen
航民股份 hang'min'gu'fen
赤峰黄金 chi'feng'huang'jin
四创电子 si'chuang'dian'zi
贵绳股份 gui'sheng'gu'fen
马应龙 ma'ying'long
文山电力 wen'shan'dian'li
贵广网络 gui'guang'wang'luo
开滦股份 kai'luan'gu'fen
九州通 jiu'zhou'tong
招商证券 zhao'shang'zheng'quan
唐山港 tang'shan'gang
大同煤业 da'tong'mei'ye
晋亿实业 jin'yi'shi'ye
柳钢股份 liu'gang'gu'fen
重钢 zhong'gang
大秦铁路 da'qin'tie'lu
金陵饭店 jin'ling'fan'dian
连云港 lian'yun'gang
南京银行 nan'jing'yin'xing
文峰股份 wen'feng'gu'fen
宝泰隆 bao'tai'long
隆基股份 long'ji'gu'fen
陕西黑猫 shan'xi'hei'mao
节能风电 jie'neng'feng'dian
宁波港 ning'bo'gang
山东出版 shan'dong'chu'ban
华钰矿业 hua'yu'kuang'ye
春秋航空 chun'qiu'hang'kong
玉龙股份 yu'long'gu'fen
一拖股份 yi'tuo'gu'fen
赛轮金宇 sai'lun'jin'yu
西部黄金 xi'bu'huang'jin
国芳集团 guo'fang'ji'tuan
中国神华 zhong'guo'shen'hua
中南传媒 zhong'nan'chuan'mei
太平洋 tai'ping'yang
恒立液压 heng'li'ye'ya
昊华能源 hao'hua'neng'yuan
一重 yi'zhong
四川成渝 si'chuan'cheng'yu
财通证券 cai'tong'zheng'quan
中国国航 zhong'guo'guo'hang
华鼎股份 hua'ding'gu'fen
三江购物 san'jiang'gou'wu
中国化学 zhong'guo'hua'xue
海南橡胶 hai'nan'xiang'jiao
四方股份 si'fang'gu'fen
小康股份 xiao'kang'gu'fen
常熟银行 chang'shu'yin'xing
博威合金 bo'wei'he'jin
深圳燃气 shen'zhen'ran'qi
新城控股 xin'cheng'kong'gu
重庆水务 zhong'qing'shui'wu
三角轮胎 san'jiao'lun'tai
兴业银行 xing'ye'yin'xing
西部矿业 xi'bu'kuang'ye
北京银行 bei'jing'yin'xing
杭齿前进 hang'chi'qian'jin
中国西电 zhong'guo'xi'dian
中国铁建 zhong'guo'tie'jian
龙江交通 long'jiang'jiao'tong
东兴证券 dong'xing'zheng'quan
江南水务 jiang'nan'shui'wu
上海环境 shang'hai'huan'jing
东材科技 dong'cai'ke'ji
国泰君安 guo'tai'jun'an
白银有色 bai'yin'you'se
君正集团 jun'zheng'ji'tuan
吉鑫科技 ji'xin'ke'ji
林洋能源 lin'yang'neng'yuan
陕西煤业 shan'xi'mei'ye
华电重工 hua'dian'zhong'gong
广州港 guang'zhou'gang
上海银行 shang'hai'yin'xing
环旭电子 huan'xu'dian'zi
桐昆股份 tong'kun'gu'fen
广汽集团 guang'qi'ji'tuan
庞大集团 pang'da'ji'tuan
农业银行 nong'ye'yin'xing
骆驼股份 luo'tuo'gu'fen
江南嘉捷 jiang'nan'jia'jie
中国平安 zhong'guo'ping'an
秦港股份 qin'gang'gu'fen
交通银行 jiao'tong'yin'xing
广深铁路 guang'shen'tie'lu
新华保险 xin'hua'bao'xian
百隆东方 bai'long'dong'fang
利群股份 li'qun'gu'fen
绿城水务 lv'cheng'shui'wu
陕鼓动力 shan'gu'dong'li
中原证券 zhong'yuan'zheng'quan
兴业证券 xing'ye'zheng'quan
怡球资源 yi'qiu'zi'yuan
中国中铁 zhong'guo'zhong'tie
工商银行 gong'shang'yin'xing
通用股份 tong'yong'gu'fen
东风股份 dong'feng'gu'fen
吉林高速 ji'lin'gao'su
智慧 zhi'hui
东吴证券 dong'wu'zheng'quan
锐电 rui'dian
九牧王 jiu'mu'wang
三星医疗 san'xing'yi'liao
会稽山 hui'ji'shan
北辰实业 bei'chen'shi'ye
上海电影 shang'hai'dian'ying
鹿港文化 lu'gang'wen'hua
中国铝业 zhong'guo'lv'ye
中国太保 zhong'guo'tai'bao
上海医药 shang'hai'yi'yao
中信重工 zhong'xin'zhong'gong
中国核建 zhong'guo'he'jian
广电电气 guang'dian'dian'qi
中国中冶 zhong'guo'zhong'ye
嘉泽新能 jia'ze'xin'neng
中国人寿 zhong'guo'ren'shou
长城汽车 chang'cheng'qi'che
旗滨集团 qi'bin'ji'tuan
平煤股份 ping'mei'gu'fen
中国建筑 zhong'guo'jian'zhu
中国电建 zhong'guo'dian'jian
明泰铝业 ming'tai'lv'ye
滨化股份 bin'hua'gu'fen
华泰证券 hua'tai'zheng'quan
拓普集团 tuo'pu'ji'tuan
潞安环能 lu'an'huan'neng
风范股份 feng'fan'gu'fen
郑煤机 zheng'mei'ji
际华集团 ji'hua'ji'tuan
上海电气 shang'hai'dian'qi
中国中车 zhong'guo'zhong'che
力帆股份 li'fan'gu'fen
光大证券 guang'da'zheng'quan
宁波建工 ning'bo'jian'gong
蓝科高新 lan'ke'gao'xin
星宇股份 xing'yu'gu'fen
中国交建 zhong'guo'jiao'jian
皖新传媒 wan'xin'chuan'mei
中海油服 zhong'hai'you'fu
新华文轩 xin'hua'wen'xuan
光大银行 guang'da'yin'xing
美凯龙 mei'kai'long
中国石油 zhong'guo'shi'you
中国科传 zhong'guo'ke'chuan
中远海发 zhong'yuan'hai'fa
招商轮船 zhao'shang'lun'chuan
正泰电器 zheng'tai'dian'qi
浙商证券 zhe'shang'zheng'quan
大连港 da'lian'gang
中国银河 zhong'guo'yin'he
海天精工 hai'tian'jing'gong
江河集团 jiang'he'ji'tuan
中国国旅 zhong'guo'guo'lv
亚星锚链 ya'xing'mao'lian
中煤能源 zhong'mei'neng'yuan
紫金矿业 zi'jin'kuang'ye
南方传媒 nan'fang'chuan'mei
方正证券 fang'zheng'zheng'quan
京运通 jing'yun'tong
新集能源 xin'ji'neng'yuan
中远海控 zhong'yuan'hai'kong
凤凰传媒 feng'huang'chuan'mei
吉视传媒 ji'shi'chuan'mei
永辉超市 yong'hui'chao'shi
建设银行 jian'she'yin'xing
中国出版 zhong'guo'chu'ban
苏垦农发 su'ken'nong'fa
金钼股份 jin'mu'gu'fen
中国汽研 zhong'guo'qi'yan
玲珑轮胎 ling'long'lun'tai
宝钢包装 bao'gang'bao'zhuang
海南矿业 hai'nan'kuang'ye
中国核电 zhong'guo'he'dian
中国银行 zhong'guo'yin'xing
中国重工 zhong'guo'zhong'gong
大唐发电 da'tang'fa'dian
金隅集团 jin'yu'ji'tuan
丰林集团 feng'lin'ji'tuan
贵阳银行 gui'yang'yin'xing
中信银行 zhong'xin'yin'xing
出版传媒 chu'ban'chuan'mei
人民网 ren'min'wang
奥康国际 ao'kang'guo'ji
宏昌电子 hong'chang'dian'zi
龙宇燃油 long'yu'ran'you
晶方科技 jing'fang'ke'ji
联明股份 lian'ming'gu'fen
花王股份 hua'wang'gu'fen
喜临门 xi'lin'men
北特科技 bei'te'ke'ji
万盛股份 wan'sheng'gu'fen
合锻智能 he'duan'zhi'neng
创力集团 chuang'li'ji'tuan
弘讯科技 hong'xun'ke'ji
新宏泰 xin'hong'tai
中衡设计 zhong'heng'she'ji
中设集团 zhong'she'ji'tuan
中科曙光 zhong'ke'shu'guang
爱普股份 ai'pu'gu'fen
山东华鹏 shan'dong'hua'peng
新通联 xin'tong'lian
威帝股份 wei'di'gu'fen
大豪科技 da'hao'ke'ji
石大胜华 shi'da'sheng'hua
千禾味业 qian'he'wei'ye
赛福天 sai'fu'tian
天鹅股份 tian'e'gu'fen
全筑股份 quan'zhu'gu'fen
安德利 an'de'li
德新交运 de'xin'jiao'yun
三维股份 san'wei'gu'fen
常熟汽饰 chang'shu'qi'shi
如通股份 ru'tong'gu'fen
凯众股份 kai'zhong'gu'fen
华立股份 hua'li'gu'fen
泛微网络 fan'wei'wang'luo
新坐标 xin'zuo'biao
美思德 mei'si'de
华脉科技 hua'mai'ke'ji
广州酒家 guang'zhou'jiu'jia
科林电气 ke'lin'dian'qi
台华新材 tai'hua'xin'cai
德邦股份 de'bang'gu'fen
永吉股份 yong'ji'gu'fen
国检集团 guo'jian'ji'tuan
禾望电气 he'wang'dian'qi
音飞储存 yin'fei'chu'cun
振华股份 zhen'hua'gu'fen
海汽集团 hai'qi'ji'tuan
乐惠国际 le'hui'guo'ji
和邦生物 he'bang'sheng'wu
江化微 jiang'hua'wei
圣达生物 sheng'da'sheng'wu
新疆火炬 xin'jiang'huo'ju
大丰实业 da'feng'shi'ye
剑桥科技 jian'qiao'ke'ji
天成自控 tian'cheng'zi'kong
先达股份 xian'da'gu'fen
宁波精达 ning'bo'jing'da
正裕工业 zheng'yu'gong'ye
宏盛股份 hong'sheng'gu'fen
新经典 xin'jing'dian
森特股份 sen'te'gu'fen
长白山 chang'bai'shan
川仪股份 chuan'yi'gu'fen
汇嘉时代 hui'jia'shi'dai
横店影视 heng'dian'ying'shi
恒银金融 heng'yin'jin'rong
润达医疗 run'da'yi'liao
东方材料 dong'fang'cai'liao
康尼机电 kang'ni'ji'dian
金能科技 jin'neng'ke'ji
红蜻蜓 hong'qing'ting
万林股份 wan'lin'gu'fen
共进股份 gong'jin'gu'fen
翠微股份 cui'wei'gu'fen
中材节能 zhong'cai'jie'neng
昭衍新药 zhao'yan'xin'yao
华贸物流 hua'mao'wu'liu
春风动力 chun'feng'dong'li
上海沪工 shang'hai'hu'gong
碳元科技 tan'yuan'ke'ji
天目湖 tian'mu'hu
海量数据 hai'liang'shu'ju
康惠制药 kang'hui'zhi'yao
拉夏贝尔 la'xia'bei'er
腾龙股份 teng'long'gu'fen
上海亚虹 shang'hai'ya'hong
汇顶科技 hui'ding'ke'ji
科华控股 ke'hua'kong'gu
荣晟环保 rong'sheng'huan'bao
福达股份 fu'da'gu'fen
渤海轮渡 bo'hai'lun'du
莎普爱思 sha'pu'ai'si
兰石重装 lan'shi'zhong'zhuang
德创环保 de'chuang'huan'bao
圣龙股份 sheng'long'gu'fen
新泉股份 xin'quan'gu'fen
金牌厨柜 jin'pai'chu'gui
皇马科技 huang'ma'ke'ji
建研院 jian'yan'yuan
华正新材 hua'zheng'xin'cai
亚邦股份 ya'bang'gu'fen
网达软件 wang'da'ruan'jian
日播时尚 ri'bo'shi'shang
保隆科技 bao'long'ke'ji
迎驾贡酒 ying'jia'gong'jiu
九华旅游 jiu'hua'lv'you
上海洗霸 shang'hai'xi'ba
快克股份 kuai'ke'gu'fen
江山欧派 jiang'shan'ou'pai
日月股份 ri'yue'gu'fen
济民制药 ji'min'zhi'yao
恒通股份 heng'tong'gu'fen
新凤鸣 xin'feng'ming
菲林格尔 fei'lin'ge'er
雪峰科技 xue'feng'ke'ji
景旺电子 jing'wang'dian'zi
奥翔药业 ao'xiang'yao'ye
格尔软件 ge'er'ruan'jian
大参林 da'can'lin
诺邦股份 nuo'bang'gu'fen
浙江仙通 zhe'jiang'xian'tong
